,SEG,BU,Business Unit,Sub BU,Sub Business Unit,Platform ID,Platform,Product Category ID,Product Category,Product Line ID,Product Line,Product Set ID,Product Set,Product Subset ID,Product Subset ,Material ID,Material Description,Material ID Description,BU + Material, FY 25 Actual Revenue , FY 25 Actual Units , COMMENTS ,CAT 12
47568,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421000,Microbiology - PC Adjustment,PH211100437650,Microbiology - PC Adjustment,PH211100441379,Microbiology - PC Adjustment,PH211100451675,Microbiology - PC Adjustment,E-1883698,Ion Source-gridless,E-1883698-Ion Source-gridless,DS-E-1883698,"$14,700 ",1,Matched by Material ID,pyxis
47570,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401511,Targeted Temperature Management,PH240151121000,Arctic Sun,PH240151131000,Arctic Sun-Hardware,PH240151141000,Arctic Sun-Hardware,PH240151151000,Arctic Sun-Hardware,5000-00-00U,ARCTIC SUN M5000 USED,5000-00-00U-ARCTIC SUN M5000 USED,UCC-5000-00-00U,"$13,823 ",1,Matched by Material ID,pyxis
47579,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021000,Lab Automation - PC Adjustment,PH211146032150,Lab Automation - PC Adjustment,PH211146041039,Lab Automation - PC Adjustment,PH211146051068,Lab Automation - PC Adjustment,400036136,Commission  Copan,400036136-Commission  Copan,DS-400036136,"$10,605 ",1,Classified by ML model,pyxis
47581,BLS,BDB,Biosciences,BDB,Biosciences,2200200,Clinical Instruments,PH220055021002,Cytognos Software,PH220055031006,Cytognos Infinicyt,PH220055041022,Cytognos Infinicyt,PH220055051035,Cytognos Licenses,CYT-INF-SWD-R,Infinicyt RUO without Dongle+5DB,CYT-INF-SWD-R-Infinicyt RUO without Dongle+5DB,BDB-CYT-INF-SWD-R,"$9,882 ",1,Classified by ML model,pyxis
47586,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022650,Custom Research Reagents,PH220080036000,Cobalt - Customs,PH220080041053,Cobalt - Customs,PH220080051186,Customs (Core Cobalt),627942,Custom RB744 Conjugate 0.5-0.9MG,627942-Custom RB744 Conjugate 0.5-0.9MG,BDB-627942,"$8,447 ",1,Matched by Material ID,pyxis
47587,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022650,Custom Research Reagents,PH220080036000,Cobalt - Customs,PH220080041053,Cobalt - Customs,PH220080051186,Customs (Core Cobalt),630093,Custom RB613 Conjugate 0.5-0.9MG,630093-Custom RB613 Conjugate 0.5-0.9MG,BDB-630093,"$8,447 ",1,Matched by Material ID,pyxis
47591,BLS,BDB,Biosciences,BDB,Biosciences,2200800,Research Reagents,PH220080022650,Custom Research Reagents,PH220080036000,Cobalt - Customs,PH220080041053,Cobalt - Customs,PH220080051186,Customs (Core Cobalt),630053,Custom RB780 Conjugate 0.5-0.9MG,630053-Custom RB780 Conjugate 0.5-0.9MG,BDB-630053,"$7,031 ",1,Matched by Material ID,pyxis
47593,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022500,LSR/Fortessa,PH220070033900,LSR/Fortessa Options,PH220070041068,LSR/Fortessa Options,PH220070051217,LSR/Fortessa Other Options and Upgrades,65832617,Fort X-20 Det Opt 2PMTBUV737 BUV805 SO,65832617-Fort X-20 Det Opt 2PMTBUV737 BUV805 SO,BDB-65832617,"$6,876 ",1,Classified by ML model,pyxis
47601,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022200,FACSMelody,PH220070033000,FACSMelody Options,PH220070041048,FACSMelody Options,PH220070051192,FACSMelody Other Options and Upgrades,661900,BD FACSMelody Temperature Control 100V,661900-BD FACSMelody Temperature Control 100V,BDB-661900,"$6,064 ",1,Classified by ML model,pyxis
47605,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032650,FACSAria Options,PH220070041041,FACSAria Options,PH220070051185,FACSAria Other Options and Upgrades,657519,FLEXAIR EXTERNAL VENT BD400,657519-FLEXAIR EXTERNAL VENT BD400,BDB-657519,"$5,159 ",1,Matched by Material ID,pyxis
47611,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022500,LSR/Fortessa,PH220070033900,LSR/Fortessa Options,PH220070041068,LSR/Fortessa Options,PH220070051217,LSR/Fortessa Other Options and Upgrades,658328,LSRFortessa X-20 SO Filter Set,658328-LSRFortessa X-20 SO Filter Set,BDB-658328,"$4,239 ",1,Classified by ML model,pyxis
47619,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022200,FACSMelody,PH220070033000,FACSMelody Options,PH220070041048,FACSMelody Options,PH220070051192,FACSMelody Other Options and Upgrades,661770,BD FACSMelody Temperature Control 220V,661770-BD FACSMelody Temperature Control 220V,BDB-661770,"$3,437 ",1,Matched by Material ID,pyxis
47622,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021005,Vacuum Assisted,PH240111031015,Encor Capital,PH240111041057,Encor Enspire Capital,PH240111051072,Encor Enspire Capital,DRENCOR-MR,Encor Mri Driver,DRENCOR-MR-Encor Mri Driver,PI-DRENCOR-MR,"$3,296 ",1,Matched by Material ID,pyxis
47624,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022550,FACSDiscover S8,PH220070034350,FACSDiscover S8 Options,PH220070041079,FACSDiscover S8 Options,PH220070051234,FACSDiscover S8 Options,VQF-850CA-PC,Side Table,VQF-850CA-PC-Side Table,BDB-VQF-850CA-PC,"$3,214 ",1,Classified by ML model,pyxis
47626,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401511,Targeted Temperature Management,PH240151121000,Arctic Sun,PH240151131000,Arctic Sun-Hardware,PH240151141026,Arctic Sun-Hrdware Repl Parts,PH240151151001,Arctic Sun-Hrdware Repl Parts,40408600,SPARE PART AS6000 ISO CARD,40408600-SPARE PART AS6000 ISO CARD,UCC-40408600,"$3,183 ",1,Matched by Material ID,pyxis
47639,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032650,FACSAria Options,PH220070041041,FACSAria Options,PH220070051185,FACSAria Other Options and Upgrades,65556407,WASTE LEVEL SENSOR KIT ARIA II & III,65556407-WASTE LEVEL SENSOR KIT ARIA II & III,BDB-65556407,"$2,877 ",1,Classified by ML model,pyxis
47646,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2118000,Cancer,PH211800021000,Cytology,PH211800031150,All Other Instruments,PH211800041015,FEA- Accessories,PH211800051027,FEA-Accessories,252863,COMPUTER WITH OP SYS FEA SPARE,252863-COMPUTER WITH OP SYS FEA SPARE,DS-252863,"$2,428 ",1,Classified by ML model,pyxis
47651,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401511,Targeted Temperature Management,PH240151121000,Arctic Sun,PH240151131000,Arctic Sun-Hardware,PH240151141026,Arctic Sun-Hrdware Repl Parts,PH240151151001,Arctic Sun-Hrdware Repl Parts,40308500,SPARE P PWR CIRCUIT CARD M5000,40308500-SPARE P PWR CIRCUIT CARD M5000,UCC-40308500,"$2,323 ",1,Matched by Material ID,pyxis
47673,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032650,FACSAria Options,PH220070041041,FACSAria Options,PH220070051185,FACSAria Other Options and Upgrades,657024,FLEXAIR OPTION 12IN CONNECTION,657024-FLEXAIR OPTION 12IN CONNECTION,BDB-657024,"$1,870 ",1,Matched by Material ID,pyxis
47675,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401511,Targeted Temperature Management,PH240151121000,Arctic Sun,PH240151131000,Arctic Sun-Hardware,PH240151141026,Arctic Sun-Hrdware Repl Parts,PH240151151001,Arctic Sun-Hrdware Repl Parts,40308800,SPAREPARTAIRFILTERM5000,40308800-SPAREPARTAIRFILTERM5000,UCC-40308800,"$1,849 ",1,Matched by Material ID,pyxis
47676,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2118000,Cancer,PH211800021000,Cytology,PH211800031150,All Other Instruments,PH211800041015,FEA- Accessories,PH211800051027,FEA-Accessories,444844,WASTE BOTTLE ASSEMBLY MP SPARE,444844-WASTE BOTTLE ASSEMBLY MP SPARE,DS-444844,"$1,833 ",1,Classified by ML model,pyxis
47682,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401511,Targeted Temperature Management,PH240151121000,Arctic Sun,PH240151131000,Arctic Sun-Hardware,PH240151141026,Arctic Sun-Hrdware Repl Parts,PH240151151001,Arctic Sun-Hrdware Repl Parts,40308300,INPUT/OUTPUT CIRCUIT CARD,40308300-INPUT/OUTPUT CIRCUIT CARD,UCC-40308300,"$1,692 ",1,Matched by Material ID,pyxis
47721,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421000,Microbiology - PC Adjustment,PH211100437650,Microbiology - PC Adjustment,PH211100441379,Microbiology - PC Adjustment,PH211100451675,Microbiology - PC Adjustment,444563,FRONT DISPLAY BOARD MOD GEN2 MGIT SPARE,444563-FRONT DISPLAY BOARD MOD GEN2 MGIT SPARE,DS-444563,$914 ,1,Classified by ML model,pyxis
47722,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021005,Vacuum Assisted,PH240111031015,Encor Capital,PH240111041057,Encor Enspire Capital,PH240111051072,Encor Enspire Capital,FSENCOR-MR,Encor Mri Foot Pedal,FSENCOR-MR-Encor Mri Foot Pedal,PI-FSENCOR-MR,$911 ,1,Matched by Material ID,pyxis
47744,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2118000,Cancer,PH211800021000,Cytology,PH211800031150,All Other Instruments,PH211800041015,FEA- Accessories,PH211800051027,FEA-Accessories,252874,LCD TOUCH SCREEN FEA SPARE,252874-LCD TOUCH SCREEN FEA SPARE,DS-252874,$833 ,1,Classified by ML model,pyxis
47764,BLS,SM,Specimen Management,SM,Specimen Management,2109003,Specimen Management Other,PH210900321400,Specimen Management Other,PH210900333300,Specimen Management Other,PH210900341162,All Other PAS,PH210900351175,All Other PAS,400026584,GNT9 - BARCODE APPLICATOR 400,400026584-GNT9 - BARCODE APPLICATOR 400,SM-400026584,$786 ,1,Matched by Material ID,pyxis
47807,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2118000,Cancer,PH211800021000,Cytology,PH211800031150,All Other Instruments,PH211800041008,PrepStain Instr Accessories,PH211800051014,Spares-PrepStainInst,4493413,Vortexer Multi Cyto Rich 120V,4493413-Vortexer Multi Cyto Rich 120V,DS-4493413,$646 ,1,Classified by ML model,pyxis
47813,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2118000,Cancer,PH211800021000,Cytology,PH211800031150,All Other Instruments,PH211800041008,PrepStain Instr Accessories,PH211800051014,Spares-PrepStainInst,490106,Power Cable Kit Prepstain 240V Europe,490106-Power Cable Kit Prepstain 240V Europe,DS-490106,$623 ,1,Classified by ML model,pyxis
47821,BDI,UCC,Urology and Critical Care,UCC,Urology and Critical Care,2401511,Targeted Temperature Management,PH240151121000,Arctic Sun,PH240151131000,Arctic Sun-Hardware,PH240151141026,Arctic Sun-Hrdware Repl Parts,PH240151151001,Arctic Sun-Hrdware Repl Parts,40400300,SPARE PART AS6000 SCREEN FILTR,40400300-SPARE PART AS6000 SCREEN FILTR,UCC-40400300,$606 ,1,Matched by Material ID,pyxis
47863,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421000,Microbiology - PC Adjustment,PH211100437650,Microbiology - PC Adjustment,PH211100441379,Microbiology - PC Adjustment,PH211100451675,Microbiology - PC Adjustment,8270037,Vacuum Switch,8270037-Vacuum Switch,DS-8270037,$582 ,1,Matched by Material ID,pyxis
48084,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032650,FACSAria Options,PH220070041041,FACSAria Options,PH220070051185,FACSAria Other Options and Upgrades,66207706,Fusion SO Filter Option 537/32 510/20,66207706-Fusion SO Filter Option 537/32 510/20,BDB-66207706,$500 ,1,Classified by ML model,pyxis
48825,BLS,SM,Specimen Management,SM,Specimen Management,2109003,Specimen Management Other,PH210900321400,Specimen Management Other,PH210900333300,Specimen Management Other,PH210900341162,All Other PAS,PH210900351175,All Other PAS,400026586,GNT9 - TRAY DISPENSING UNIT,400026586-GNT9 - TRAY DISPENSING UNIT,SM-400026586,$393 ,1,Matched by Material ID,pyxis
48981,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111006,Informatics,PH211100621000,Informatics,PH211100436600,Epicenter,PH211100441290,Epicenter Hardware,PH211100451521,Epicenter Hardware,441116,KEY SECURITY USB EPICENTER,441116-KEY SECURITY USB EPICENTER,DS-441116,$379 ,1,Classified by ML model,pyxis
49044,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021000,Lab Automation - PC Adjustment,PH211146032150,Lab Automation - PC Adjustment,PH211146041039,Lab Automation - PC Adjustment,PH211146051068,Lab Automation - PC Adjustment,496121,CYLINDER DSNU-16-125-PPV-A-R3 KIE SPARE,496121-CYLINDER DSNU-16-125-PPV-A-R3 KIE SPARE,DS-496121,$372 ,1,Matched by Material ID,pyxis
50810,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021000,Lab Automation - PC Adjustment,PH211146032150,Lab Automation - PC Adjustment,PH211146041039,Lab Automation - PC Adjustment,PH211146051068,Lab Automation - PC Adjustment,446007,MAIN CABINET FAN,446007-MAIN CABINET FAN,DS-446007,$206 ,1,Classified by ML model,pyxis
51852,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2118000,Cancer,PH211800021000,Cytology,PH211800031150,All Other Instruments,PH211800041015,FEA- Accessories,PH211800051027,FEA-Accessories,252862,"COLLISION SENSOR (C5,C11,C12) FEA SPARE","252862-COLLISION SENSOR (C5,C11,C12) FEA SPARE",DS-252862,$21 ,1,Classified by ML model,pyxis
51867,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111006,Informatics,PH211100621000,Informatics,PH211100436650,Other Informatics,PH211100441296,DMS (Japan),PH211100451534,DMS (Japan),252791,SW Pkg CliniproTools 3.0,252791-SW Pkg CliniproTools 3.0,DS-252791,$18 ,1,Classified by ML model,pyxis
51942,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021005,Vacuum Assisted,PH240111031015,Encor Capital,PH240111041057,Encor Enspire Capital,PH240111051072,Encor Enspire Capital,RM1190488,Mangueira de Poliuretano 3/8 16,RM1190488-Mangueira de Poliuretano 3/8 16,PI-RM1190488, $-   ,1,Matched by Material ID,pyxis
51948,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021007,Other Biopsy,PH240111031064,CoreLite Capital - Placement,PH240111041127,CoreLite Capital - Placement,PH240111051142,CoreLite Capital - Placement,PLACE - CORELITE CAPITAL,CORELITE CABINET - Placement,PLACE - CORELITE CAPITAL-CORELITE CABINET - Placement,PI-PLACE - CORELITE CAPITAL, $-   ,1,Matched by Material ID,pyxis
51981,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421000,Microbiology - PC Adjustment,PH211100437650,Microbiology - PC Adjustment,PH211100441379,Microbiology - PC Adjustment,PH211100451675,Microbiology - PC Adjustment,*501893,NEQAS Mycobacterium,*501893-NEQAS Mycobacterium,DS-*501893, $-   ,1,Matched by Material ID,pyxis
51983,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421000,Microbiology - PC Adjustment,PH211100437650,Microbiology - PC Adjustment,PH211100441379,Microbiology - PC Adjustment,PH211100451675,Microbiology - PC Adjustment,4421072,PRINTER HP LASERJET 6L,4421072-PRINTER HP LASERJET 6L,DS-4421072, $-   ,1,Classified by ML model,pyxis
51984,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421000,Microbiology - PC Adjustment,PH211100437650,Microbiology - PC Adjustment,PH211100441379,Microbiology - PC Adjustment,PH211100451675,Microbiology - PC Adjustment,4421073,CABLE HP PRINTER LASERJET 6L,4421073-CABLE HP PRINTER LASERJET 6L,DS-4421073, $-   ,1,Classified by ML model,pyxis
51986,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421000,Microbiology - PC Adjustment,PH211100437650,Microbiology - PC Adjustment,PH211100441379,Microbiology - PC Adjustment,PH211100451675,Microbiology - PC Adjustment,S-8255019,Nitrogen Laser,S-8255019-Nitrogen Laser,DS-S-8255019, $-   ,1,Matched by Material ID,pyxis
51987,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021000,Lab Automation - PC Adjustment,PH211146032150,Lab Automation - PC Adjustment,PH211146041039,Lab Automation - PC Adjustment,PH211146051068,Lab Automation - PC Adjustment,447154,HDMI CABLE 2M A MALE TO HDMI A MALE.,447154-HDMI CABLE 2M A MALE TO HDMI A MALE.,DS-447154, $-   ,1,Matched by Material ID,pyxis
51989,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021000,Lab Automation - PC Adjustment,PH211146032150,Lab Automation - PC Adjustment,PH211146041039,Lab Automation - PC Adjustment,PH211146051068,Lab Automation - PC Adjustment,496159,Adlink PC Kit,496159-Adlink PC Kit,DS-496159, $-   ,1,Classified by ML model,pyxis
51999,BDM,MMS,Medication Management Solutions (MMS),MMS,Infusion Systems,2306001,Alaris System,PH230600121011,POC Systems,PH230600131062,Alaris System PC Unit License,PH230600141169,POC Applications,PH230600151266,Alaris System ICM Non-Commissionable,49000627,KIT 8990 POC PCU V9.19.1 DOM,49000627-KIT 8990 POC PCU V9.19.1 DOM,MMS-49000627, $-   ,1,Classified by ML model,pyxis
52015,BLS,BDB,Biosciences,BDB,Biosciences,2200200,Clinical Instruments,PH220020023150,FACSCalibur,PH220020035800,FACSCalibur Options,PH220020041119,FACSCalibur Options,PH220020051318,FACSCalibur Other Options and Upgrades,338148,Calibur E0001-E1015 FL4Upgrade Sort EURO,338148-Calibur E0001-E1015 FL4Upgrade Sort EURO,BDB-338148, $-   ,1,Classified by ML model,pyxis
52018,BLS,BDB,Biosciences,BDB,Biosciences,2200200,Clinical Instruments,PH220020023200,FACSCanto,PH220020035950,FACSCanto Options,PH220020041122,FACSCanto HTS,PH220020051325,FACSCanto HTS,64000919,BD HTS FACSCanto II RoHS Repaired,64000919-BD HTS FACSCanto II RoHS Repaired,BDB-64000919, $-   ,1,Classified by ML model,pyxis
52020,BLS,BDB,Biosciences,BDB,Biosciences,2200200,Clinical Instruments,PH220020023200,FACSCanto,PH220020035950,FACSCanto Options,PH220020041126,FACSCanto Options,PH220020051329,FACSCanto Other Options and Upgrades,650369,FACSCanto II Z200 Workstation Bundle,650369-FACSCanto II Z200 Workstation Bundle,BDB-650369, $-   ,1,Classified by ML model,pyxis
52022,BLS,BDB,Biosciences,BDB,Biosciences,2200200,Clinical Instruments,PH220020023200,FACSCanto,PH220020035950,FACSCanto Options,PH220020041126,FACSCanto Options,PH220020051329,FACSCanto Other Options and Upgrades,656801,FACSCanto II Z220 WORKSTATION BUNDLE EUR,656801-FACSCanto II Z220 WORKSTATION BUNDLE EUR,BDB-656801, $-   ,1,Classified by ML model,pyxis
52024,BLS,BDB,Biosciences,BDB,Biosciences,2200200,Clinical Instruments,PH220020023350,FACSLyric,PH220020036550,FACSLyric Options,PH220020041139,FACSLyric Options,PH220020051354,FACSLyric Other Options and Upgrades,65958907,FACSLyric 4 Blue Heptagon SVC,65958907-FACSLyric 4 Blue Heptagon SVC,BDB-65958907, $-   ,1,Classified by ML model,pyxis
52025,BLS,BDB,Biosciences,BDB,Biosciences,2200200,Clinical Instruments,PH220020023350,FACSLyric,PH220020036550,FACSLyric Options,PH220020041139,FACSLyric Options,PH220020051354,FACSLyric Other Options and Upgrades,662672,Bundle Computer Z240SFF FACSLyric EU,662672-Bundle Computer Z240SFF FACSLyric EU,BDB-662672, $-   ,1,Matched by Material ID,pyxis
52026,BLS,BDB,Biosciences,BDB,Biosciences,2200200,Clinical Instruments,PH220020023400,FACSPresto,PH220020036650,FACSPresto Instrument RR,PH220020041141,FACSPresto Instrument RR,PH220020051356,FACSPresto Instrument RR,#BDBPLANMAT_0043,Description - #BDBPlanMat_0043,#BDBPLANMAT_0043-Description - #BDBPlanMat_0043,BDB-#BDBPLANMAT_0043, $-   ,1,Matched by Material ID,pyxis
52075,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070021950,Accuri,PH220070036000,Accuri Sampler RR,PH220070041119,Accuri Sampler RR,PH220070051282,Accuri Sampler RR,DUMMYSKU090_BDB,DUMMY SKU - Accuri Sampler RR Plcmt,DUMMYSKU090_BDB-DUMMY SKU - Accuri Sampler RR Plcmt,BDB-DUMMYSKU090_BDB, $-   ,1,Classified by ML model,pyxis
52076,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032550,FACSAria Fusion Instrument,PH220070041039,FACSAria Fusion Instrument,PH220070051178,FACSAria Fusion Instrument,34056244,FACSAria SO G1-G2 CONVERSION SNP5M500001,34056244-FACSAria SO G1-G2 CONVERSION SNP5M500001,BDB-34056244, $-   ,1,Classified by ML model,pyxis
52077,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032550,FACSAria Fusion Instrument,PH220070041039,FACSAria Fusion Instrument,PH220070051179,FACSAria Fusion SORP Instrument,6.58E+07,FACSAria Fusion SO 3B3R3V5YG2BV3UV EU,658282E2-FACSAria Fusion SO 3B3R3V5YG2BV3UV EU,BDB-658282E2, $-   ,1,Classified by ML model,pyxis
52078,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032650,FACSAria Options,PH220070041041,FACSAria Options,PH220070051185,FACSAria Other Options and Upgrades,34056221,FACSAria Laser OPT 355-60 3PMT Fiber SO,34056221-FACSAria Laser OPT 355-60 3PMT Fiber SO,BDB-34056221, $-   ,1,Classified by ML model,pyxis
52079,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022050,FACSAria,PH220070032650,FACSAria Options,PH220070041041,FACSAria Options,PH220070051185,FACSAria Other Options and Upgrades,34057733,FACSAria SO 4UV60 UPGRD SN P650034S2001,34057733-FACSAria SO 4UV60 UPGRD SN P650034S2001,BDB-34057733, $-   ,1,Classified by ML model,pyxis
